대학교,개설연도,과목명,개설학과,교양영역,학점,수강인원,강의설명
숭실대학교,2019-2,East Asian Culture (원어),베어드교양대학 행정팀,"[‘23이후]문화·예술
['15이전]세계의문화와국제관계(핵심-창의)
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리",3.0,41,
숭실대학교,2019-2,리더십과진로계획,베어드교양대학 행정팀,"['15이전]학문과진로탐색(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
[‘23이후]자기개발·진로탐색
['16-'18]실용교양(자기개발과진로탐색)
['19]숭실품성-인성과리더십",2.0,98,
숭실대학교,2019-2,취업과경력개발,베어드교양대학 행정팀,"['19]균형교양-사회과학(사회/역사)
['15이전]학문과진로탐색(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
[‘23이후]자기개발·진로탐색
['16-'18]실용교양(자기개발과진로탐색)",2.0,83,
숭실대학교,2019-2,그리스고전강해,철학과,"['16-'18]균형교양(인문학-철학/사상)
['15이전]문학과예술(융합-인문)
['19]균형교양-인문학(인간/문화/사고력)
[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교",3.0,58,
숭실대학교,2019-2,Product Promotion (영어),베어드교양대학 행정팀,"['19]균형교양-사회과학(사회/역사)
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['16-'18]실용교양(경제경영)
['15이전]정치와경제(융합-사회)
[‘23이후]사회·정치·경제",3.0,36,
숭실대학교,2019-2,숭실명품독서1 (사전녹화),베어드교양대학 행정팀,"['15이전]창의성과의사소통능력(핵심-창의)
[‘23이후]자기개발·진로탐색
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색",1.0,16,
숭실대학교,2019-2,공공가치와리더십,베어드교양대학 행정팀,"['16-'18]숭실품성(리더십-리더십이론및실천)
['19]숭실품성-인성과리더십
[‘23이후]자기개발·진로탐색
['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십",2.0,97,
숭실대학교,2019-2,인문학글쓰기,베어드교양대학 행정팀,"['19]기초역량-한국어의사소통과국제어문
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['15이전]창의성과의사소통능력(핵심-창의)
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
[‘23이후]인간·언어",3.0,24,
숭실대학교,2019-2,한국교육의이슈와토론,교직팀,"['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]인간과사회(융합-사회)
[‘23이후]사회·정치·경제
['19]균형교양-사회과학(사회/역사)",3.0,9,
숭실대학교,2019-2,일본영상예술과문학,일어일문학과,"['15이전]문학과예술(융합-인문)
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-문학/어학/예술)
['20,'21~'22]창의/융합,균형교양-문학·예술
[‘23이후]문화·예술",3.0,44,
숭실대학교,2019-2,심리학의이해,베어드교양대학 행정팀,"['15이전]인간과사회(융합-사회)
['16-'18]균형교양(사회과학-사회/정치/경제)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]사회·정치·경제
['19]균형교양-사회과학(사회/역사)",3.0,59,
숭실대학교,2019-2,동영상콘텐츠제작과활용,베어드교양대학 행정팀,"['19]균형교양-자연/공학(자연/과학/기술)
['15이전]정보와기술(융합-자연)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
[‘23이후]과학·기술
['16-'18]기초역량(과학정보기술-정보기술)",2.0,41,
숭실대학교,2019-2,숭실명품독서2 (사전녹화),베어드교양대학 행정팀,"['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['15이전]창의성과의사소통능력(핵심-창의)",1.0,10,
숭실대학교,2019-2,독서토론세미나,베어드교양대학 행정팀,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['16-'18]기초역량(한국어의사소통-의사소통)
['19]기초역량-한국어의사소통과국제어문
['15이전]창의성과의사소통능력(핵심-창의)",3.0,20,
숭실대학교,2019-2,스프레드시트고급활용,베어드교양대학 행정팀,"[‘23이후]과학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['15이전]정보와기술(융합-자연)
['16-'18]기초역량(과학정보기술-정보기술)",1.0,48,
숭실대학교,2019-2,"Understanding of Korea, China&Japan (영어)",베어드교양대학 행정팀,"['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)
['19]균형교양-사회과학(사회/역사)
[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리",3.0,66,
숭실대학교,2019-2,합창과공동체인성,베어드교양대학 행정팀,"['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['16-'18]숭실품성(인성-공동체인성교육)
['19]숭실품성-인성과리더십
[‘23이후]문화·예술",1.0,17,
숭실대학교,2019-2,합창과공동체인성,베어드교양대학 행정팀,"['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['16-'18]숭실품성(인성-공동체인성교육)
['19]숭실품성-인성과리더십
[‘23이후]문화·예술",1.0,18,
숭실대학교,2019-2,국가와법,법학과,"['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['15이전]인간과사회(융합-사회)
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
[‘23이후]사회·정치·경제",3.0,39,
숭실대학교,2019-2,GTEP 현장실습,글로벌통상학과,"['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)",6.0,34,
숭실대학교,2019-2,대학물리,물리학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-과학)
[‘23이후]과학·기술
['15이전]자연과학과수리(융합-자연)",3.0,39,
숭실대학교,2019-2,국내장기현장실습(9),경력개발팀,"['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]숭실품성(리더십-리더십이론및실천)
['19]숭실품성-인성과리더십",9.0,26,
숭실대학교,2019-2,국내장기현장실습(6),경력개발팀,"['16-'18]숭실품성(리더십-리더십이론및실천)
인턴쉽(장기과정)
['19]숭실품성-인성과리더십
인턴쉽
7+1교과목
['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색",6.0,2,
숭실대학교,2019-2,기독교윤리 (기독 제외),기독교학과,"['15이전]인성과리더쉽(핵심-창의)
기독교과목
['19]숭실품성-인성과리더십
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['16-'18]숭실품성(인성-종교가치인성교육)
[‘23이후]인간·언어",2.0,41,
숭실대학교,2019-2,숭실명예규약,베어드교양대학 행정팀,"[‘23이후]자기개발·진로탐색
['19]숭실품성-인성과리더십
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['15이전]인성과리더쉽(핵심-창의)
['16-'18]숭실품성(인성-가치관및윤리교육)",1.0,36,
숭실대학교,2019-2,영화 Shot by Shot(가),예술창작학부 영화예술전공,"['16-'18]균형교양(인문학-문학/어학/예술)
['20,'21~'22]창의/융합,균형교양-문학·예술
['15이전]문학과예술(융합-인문)
['19]균형교양-인문학(인간/문화/사고력)
[‘23이후]문화·예술",3.0,54,
숭실대학교,2019-2,전공심화전문가양성교육(3),경력개발팀,"['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
7+1교과목
['19]숭실품성-인성과리더십
인턴쉽
['15이전]인성과리더쉽(핵심-창의)
['16-'18]숭실품성(리더십-리더십이론및실천)",3.0,13,
숭실대학교,2019-2,전공심화전문가양성교육(12),경력개발팀,"['16-'18]숭실품성(리더십-리더십이론및실천)
['19]숭실품성-인성과리더십
7+1교과목
인턴쉽
['15이전]인성과리더쉽(핵심-창의)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색",12.0,1,
숭실대학교,2019-2,Practical English Listening & Reading,베어드교양대학 행정팀,"['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['15이전]세계의언어(핵심-창의)
['16-'18]기초역량(국제어문-영어)
[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문",3.0,40,
숭실대학교,2019-2,해외장기현장실습(12),경력개발팀,"7+1교과목
인턴쉽(장기과정)
['15이전]인성과리더쉽(핵심-창의)
['16-'18]숭실품성(리더십-리더십이론및실천)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
인턴쉽
['19]숭실품성-인성과리더십",12.0,5,
숭실대학교,2019-2,해외봉사(18),사회공헌팀,"7+1교과목
['19]숭실품성-인성과리더십
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)
['15이전]인성과리더쉽(핵심-창의)
해외봉사",18.0,3,
숭실대학교,2019-2,국내장기현장실습(18),경력개발팀,"['15이전]인성과리더쉽(핵심-창의)
인턴쉽
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
7+1교과목",18.0,1,
숭실대학교,2019-2,청소년발달과정신건강,교직팀,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['16-'18]균형교양(사회과학-사회/정치/경제)
['19]균형교양-사회과학(사회/역사)
['15이전]인간과사회(융합-사회)",3.0,27,
숭실대학교,2019-2,대학기초영어 (영어-한국어혼합),베어드교양대학 행정팀,"['19]기초역량-한국어의사소통과국제어문
['15이전]세계의언어(핵심-창의)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['16-'18]기초역량(국제어문-영어)
[‘23이후]인간·언어",2.0,19,
숭실대학교,2019-2,(외국인을위한)한국어학의이해,베어드교양대학 행정팀,"['15이전]창의성과의사소통능력(핵심-창의)
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문",3.0,52,
숭실대학교,2019-2,벤처트렌드와기업가정신,창업교육·지원팀,"['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)
['15이전]인성과리더쉽(핵심-창의)",3.0,17,
숭실대학교,2019-2,한반도평화와선교(숭실사이버대)(P/F) (사전녹화),학사팀,"숭실사이버대과목
['16-'18]숭실품성(리더십-통일리더십)
['15이전]인성과리더쉽(핵심-창의)
['19]숭실품성-인성과리더십
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십",3.0,"1,988",
숭실대학교,2019-2,융합설계기반기초캡스톤디자인 (대면+사전녹화),베어드교양대학 행정팀,"['19]균형교양-인문학(인간/문화/사고력)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['15이전]정보와기술(융합-자연)
['16-'18]기초역량(사고력-창의및융합적사고)",3.0,41,
숭실대학교,2019-2,소셜미디어의이해,베어드교양대학 행정팀,"['16-'18]기초역량(사고력-창의및융합적사고)
[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['15이전]인간과사회(융합-사회)",3.0,37,
숭실대학교,2019-2,기독교심리:마음을만나다,베어드교양대학 행정팀,"['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-종교가치인성교육)
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
[‘23이후]자기개발·진로탐색
['15이전]인성과리더쉽(핵심-창의)
기독교과목",2.0,60,
숭실대학교,2019-2,창의융합인재되기3code전략 (사전녹화),베어드교양대학 행정팀,"[‘23이후]자기개발·진로탐색
['19]균형교양-인문학(인간/문화/사고력)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['15이전]창의성과의사소통능력(핵심-창의)
['16-'18]기초역량(사고력-창의및융합적사고)",3.0,137,
숭실대학교,2019-2,TOPIK특강1,국제팀,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문",3.0,19,
숭실대학교,2019-2,TOPIK특강1,국제팀,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문",3.0,14,
숭실대학교,2019-2,TOPIK특강2,국제팀,"['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문",3.0,15,
숭실대학교,2019-2,디자인씽킹과지식재산입문 (대면+사전녹화),베어드교양대학 행정팀,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['16-'18]기초역량(과학정보기술-정보기술)
['19]균형교양-자연/공학(자연/과학/기술)
[‘23이후]자기개발·진로탐색
['15이전]정보와기술(융합-자연)",3.0,32,
숭실대학교,2019-2,오픈소스를활용한실전창업,베어드교양대학 행정팀,"['19]균형교양-자연/공학(자연/과학/기술)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
[‘23이후]자기개발·진로탐색
['15이전]정보와기술(융합-자연)
['16-'18]기초역량(과학정보기술-정보기술)",3.0,15,
숭실대학교,2019-2,[실전]Co-op SAP 트랙,스파르탄 SW교육원,"['19]균형교양-자연/공학(자연/과학/기술)
[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['15이전]정보와기술(융합-자연)
['16-'18]기초역량(과학정보기술-정보기술)",3.0,23,
숭실대학교,2019-2,(외국인을위한)학술적글쓰기,베어드교양대학 행정팀,"['15이전]창의성과의사소통능력(핵심-창의)
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['19]기초역량-한국어의사소통과국제어문
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
[‘23이후]인간·언어",3.0,33,
숭실대학교,2019-2,3D프린팅실전창업(모델링과시제품제작),스파르탄 SW교육원,"['19]균형교양-자연/공학(자연/과학/기술)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
[‘23이후]자기개발·진로탐색
['15이전]정보와기술(융합-자연)
['16-'18]기초역량(과학정보기술-정보기술)",3.0,30,
숭실대학교,2019-2,지식재산이론과실습,산학협력진흥팀,"['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]자기개발·진로탐색
['16-'18]실용교양(기술생활)
['19]균형교양-사회과학(사회/역사)
['15이전]인간과사회(융합-사회)",3.0,3,
숭실대학교,2019-2,재생에너지실무특강,공학교육혁신팀,"['15이전]정보와기술(융합-자연)
[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]균형교양(자연과학-자연과학)",3.0,26,
숭실대학교,2019-2,통상산업경청과리더십,통상산업학과(계약학과),"['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['15이전]창의성과의사소통능력(핵심-창의)
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)
[‘23이후]자기개발·진로탐색",3.0,4,
숭실대학교,2019-2,여성학,정보사회학과,"['15이전]인간과사회(융합-사회)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]사회·정치·경제
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)",2.0,68,
숭실대학교,2019-2,한국철학고전의이해,철학과,"['19]균형교양-인문학(인간/문화/사고력)
['15이전]역사와철학(융합-인문)
['16-'18]균형교양(인문학-철학/사상)
[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교",3.0,57,
숭실대학교,2019-2,공연예술의이해,예술창작학부 문예창작전공,"[‘23이후]문화·예술
['16-'18]실용교양(개인과가족생활)
['15이전]문학과예술(융합-인문)
['20,'21~'22]창의/융합,균형교양-문학·예술
['19]균형교양-인문학(인간/문화/사고력)",3.0,82,
숭실대학교,2019-2,한국경제의이해,경제학과,"['16-'18]균형교양(사회과학-사회/정치/경제)
['19]균형교양-사회과학(사회/역사)
[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['15이전]정치와경제(융합-사회)",3.0,36,
숭실대학교,2019-2,생명과학의이해,화학과,"['15이전]자연과학과수리(융합-자연)
['16-'18]균형교양(자연과학-자연과학)
['19]균형교양-자연/공학(자연/과학/기술)
[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",2.0,23,
숭실대학교,2019-2,국제무역의이해 (글로벌통상제외),글로벌통상학과,"['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['15이전]세계의문화와국제관계(핵심-창의)
['16-'18]실용교양(경제경영)
['19]균형교양-사회과학(사회/역사)
[‘23이후]사회·정치·경제",3.0,67,
숭실대학교,2019-2,국제무역의이해 (글로벌통상제외),글로벌통상학과,"['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['15이전]세계의문화와국제관계(핵심-창의)
['16-'18]실용교양(경제경영)
['19]균형교양-사회과학(사회/역사)
[‘23이후]사회·정치·경제",3.0,34,
숭실대학교,2019-2,중국어기초 (중문 제외),중어중문학과,"['15이전]세계의언어(핵심-창의)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
[‘23이후]인간·언어
['16-'18]기초역량(국제어문-국제어)
['19]기초역량-한국어의사소통과국제어문",3.0,20,
숭실대학교,2019-2,한국근대의민족운동,사학과,"[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)
['19]균형교양-인문학(인간/문화/사고력)",3.0,10,
숭실대학교,2019-2,섬유패션의이해,유기신소재·파이버공학과,"['15이전]정보와기술(융합-자연)
['16-'18]실용교양(기술생활)
['19]균형교양-자연/공학(자연/과학/기술)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
[‘23이후]과학·기술",3.0,39,
숭실대학교,2019-2,생활스포츠(스포츠학부 제외) GX,스포츠학부,"['19]숭실품성-인성과리더십
['15이전]생활과건강(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]실용교양(자기개발과진로탐색)
[‘23이후]자기개발·진로탐색",2.0,6,
숭실대학교,2019-2,생활스포츠(스포츠학부 제외) 스노보드,스포츠학부,"['19]숭실품성-인성과리더십
['15이전]생활과건강(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]실용교양(자기개발과진로탐색)
[‘23이후]자기개발·진로탐색",2.0,25,
숭실대학교,2019-2,생활스포츠(스포츠학부 제외) 골프,스포츠학부,"['19]숭실품성-인성과리더십
['15이전]생활과건강(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]실용교양(자기개발과진로탐색)
[‘23이후]자기개발·진로탐색",2.0,27,
숭실대학교,2019-2,생활스포츠(스포츠학부 제외) 스노보드,스포츠학부,"['19]숭실품성-인성과리더십
['15이전]생활과건강(실용-생활)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]실용교양(자기개발과진로탐색)
[‘23이후]자기개발·진로탐색",2.0,28,
숭실대학교,2019-2,독일지역학입문,독어독문학과,"['19]균형교양-사회과학(사회/역사)
['15이전]세계의문화와국제관계(핵심-창의)
['16-'18]실용교양(자기개발과진로탐색)
[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리",2.0,46,
숭실대학교,2019-2,논리학,철학과,"['16-'18]기초역량(사고력-논리및비판적사고)
[‘23이후]인간·언어
['15이전]역사와철학(융합-인문)
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)",3.0,15,
숭실대학교,2019-2,사이버세계와사회문제,정보사회학과,"['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['15이전]인간과사회(융합-사회)
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)",3.0,50,
숭실대학교,2019-2,금융의이해,경영학부,"['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['16-'18]실용교양(경제경영)
[‘23이후]사회·정치·경제
['15이전]정치와경제(융합-사회)
['19]균형교양-사회과학(사회/역사)",3.0,38,
숭실대학교,2019-2,진로와직업선택,베어드교양대학 행정팀,"['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
[‘23이후]자기개발·진로탐색
['15이전]학문과진로탐색(실용-생활)",2.0,84,
숭실대학교,2019-2,대학생활과진로탐색,베어드교양대학 행정팀,"['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['16-'18]실용교양(자기개발과진로탐색)
['19]균형교양-사회과학(사회/역사)
[‘23이후]자기개발·진로탐색
['15이전]학문과진로탐색(실용-생활)",2.0,97,
숭실대학교,2019-2,일본어회화기초(일문 제외),일어일문학과,"['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)
['19]기초역량-한국어의사소통과국제어문
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
[‘23이후]인간·언어",3.0,28,
숭실대학교,2019-2,한일문화비교,일어일문학과,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['15이전]세계의문화와국제관계(핵심-창의)
['16-'18]균형교양(사회과학-문화및문명)",3.0,57,
숭실대학교,2019-2,자동차시스템개론(가),기계공학부,"['16-'18]실용교양(기술생활)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['15이전]정보와기술(융합-자연)
['19]균형교양-자연/공학(자연/과학/기술)
[‘23이후]과학·기술",3.0,19,
숭실대학교,2019-2,일본어입문 (일어일문 제외),일어일문학과,"['16-'18]기초역량(국제어문-국제어)
['19]기초역량-한국어의사소통과국제어문
['15이전]세계의언어(핵심-창의)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
[‘23이후]인간·언어",3.0,39,
숭실대학교,2019-2,기초프랑스어 (불문 제외),불어불문학과,"['16-'18]기초역량(국제어문-국제어)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['15이전]세계의언어(핵심-창의)
[‘23이후]인간·언어",3.0,45,
숭실대학교,2019-2,중국어입문 (중문 제외)(중국국적학생 제외),중어중문학과,"['15이전]세계의언어(핵심-창의)
['16-'18]기초역량(국제어문-국제어)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문",3.0,20,
숭실대학교,2019-2,중국어입문 (중문 제외),중어중문학과,"['15이전]세계의언어(핵심-창의)
['16-'18]기초역량(국제어문-국제어)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문",3.0,28,
숭실대학교,2019-2,중국사회와문화의이해,중어중문학과,"['15이전]세계의문화와국제관계(핵심-창의)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]문화·예술
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)",3.0,48,
숭실대학교,2019-2,차세대TV방송의이해 (대면+사전녹화),전자정보공학부 전자공학전공,"['19]균형교양-자연/공학(자연/과학/기술)
['15이전]정보와기술(융합-자연)
['16-'18]실용교양(기술생활)
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",3.0,22,
숭실대학교,2019-2,기초한문,국어국문학과,"['16-'18]기초역량(국제어문-고전어문)
['19]기초역량-한국어의사소통과국제어문
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['15이전]세계의언어(핵심-창의)
[‘23이후]인간·언어",3.0,49,
숭실대학교,2019-2,프랑스예술,불어불문학과,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-문학·예술
['15이전]문학과예술(융합-인문)
['16-'18]균형교양(인문학-문학/어학/예술)
['19]균형교양-인문학(인간/문화/사고력)",3.0,54,
숭실대학교,2019-2,설득과수사,철학과,"['15이전]창의성과의사소통능력(핵심-창의)
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
[‘23이후]인간·언어",3.0,40,
숭실대학교,2019-2,결혼과생애발달과업,평생교육학과,"['16-'18]실용교양(개인과가족생활)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]사회·정치·경제
['15이전]생활과건강(실용-생활)
['19]균형교양-사회과학(사회/역사)",2.0,53,
숭실대학교,2019-2,결혼과생애발달과업,평생교육학과,"['16-'18]실용교양(개인과가족생활)
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
[‘23이후]사회·정치·경제
['15이전]생활과건강(실용-생활)
['19]균형교양-사회과학(사회/역사)",2.0,20,
숭실대학교,2019-2,불어권의사회와문화,불어불문학과,"['15이전]세계의문화와국제관계(핵심-창의)
['16-'18]균형교양(사회과학-문화및문명)
['19]균형교양-사회과학(사회/역사)
[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리",2.0,38,
숭실대학교,2019-2,"컴퓨터학의이해 (컴퓨터,소프트 제외)",컴퓨터학부,"['16-'18]균형교양(자연과학-자연과학)
[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['15이전]정보와기술(융합-자연)",3.0,46,
숭실대학교,2019-2,Public Speaking(1학년제외) (영어),베어드교양대학 행정팀,"['19]기초역량-한국어의사소통과국제어문
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",3.0,36,
숭실대학교,2019-2,영상영어 (원어),영어영문학과,"['19]기초역량-한국어의사소통과국제어문
[‘23이후]인간·언어
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문",3.0,40,
숭실대학교,2019-2,영어듣기의기초 (원어),영어영문학과,"['16-'18]기초역량(국제어문-영어)
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['15이전]세계의언어(핵심-창의)",3.0,45,
숭실대학교,2019-2,법과경제생활,법학과,"['19]균형교양-사회과학(사회/역사)
[‘23이후]사회·정치·경제
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)
['20,'21~'22]창의/융합,균형교양-정치·경제·경영",3.0,21,
숭실대학교,2019-2,섬김의리더십,베어드교양대학 행정팀,"['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
[‘23이후]자기개발·진로탐색
['16-'18]숭실품성(인성-종교가치인성교육)
['15이전]인성과리더쉽(핵심-창의)
기독교과목",1.0,78,
숭실대학교,2019-2,섬김의리더십,베어드교양대학 행정팀,"['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
[‘23이후]자기개발·진로탐색
['16-'18]숭실품성(인성-종교가치인성교육)
['15이전]인성과리더쉽(핵심-창의)
기독교과목",1.0,79,
