대학교,개설연도,과목명,개설학과,교양영역,학점,수강인원,강의설명
KAIST,2023,논리적 글쓰기,한국어,,,,
KAIST,2023,창의적 글쓰기,한국어,,,,
KAIST,2023,초급 한국어1,한국어,,,,
KAIST,2023,한국어3,한국어,,,,
KAIST,2023,Advanced English Listening,영어,,,,
KAIST,2023,Advanced English Reading,영어,,,,
KAIST,2023,Advanced English Writing,영어,,,,
KAIST,2023,English Presentation & Discussion,영어,,,,
KAIST,2023,골프,체육,,,,
KAIST,2023,농구,체육,,,,
KAIST,2023,댄스스포츠,체육,,,,
KAIST,2023,발레핏,체육,,,,
KAIST,2023,배드민턴,체육,,,,
KAIST,2023,수영,체육,,,,
KAIST,2023,고급수영,체육,,,,
KAIST,2023,체력육성,체육,,,,
KAIST,2023,체육자격증,체육,,,,
KAIST,2023,축구와 풋살,체육,,,,
KAIST,2023,코어운동,체육,,,,
KAIST,2023,테니스,체육,,,,
KAIST,2023,고전라틴어,인문,,,,
KAIST,2023,고전문학과 철학,인문,,,,
KAIST,2023,과학사,인문,,,,
KAIST,2023,"근현대미국사,",인문,,,,
KAIST,2023,논리학,인문,,,,
KAIST,2023,"논리학과 인공지능,",인문,,,,
KAIST,2023,독일어권 문화이해,인문,,,,
KAIST,2023,동양문화사,인문,,,,
KAIST,2023,동양철학입문,인문,,,,
KAIST,2023,분석철학,인문,,,,
KAIST,2023,사회언어학개론,인문,,,,
KAIST,2023,서양문명의 기원 세계문화특강,인문,,,,
KAIST,2023,수학철학,인문,,,,
KAIST,2023,심리철학,인문,,,,
KAIST,2023,언어의 이해,인문,,,,
KAIST,2023,언어학특강,인문,,,,
KAIST,2023,역사학특강,인문,,,,
KAIST,2023,영어와 미국문화,인문,,,,
KAIST,2023,영어의 구조와 문법,인문,,,,
KAIST,2023,외국인을 위한 한국역사와 문화,인문,,,,
KAIST,2023,외국인을 위한 한국학특강,인문,,,,
KAIST,2023,윤리학,인문,,,,
KAIST,2023,종교학의 이해,인문,,,,
KAIST,2023,중세이후의 서양문명,인문,,,,
KAIST,2023,철학특강,인문,,,,
KAIST,2023,철학개론,인문,,,,
KAIST,2023,한국근대의 재발견,인문,,,,
KAIST,2023,한국근현대사,인문,,,,
KAIST,2023,한국문화사,인문,,,,
KAIST,2023,한국사상사,인문,,,,
KAIST,2023,한국사회경제사,인문,,,,
KAIST,2023,한글·문자·문명,인문,,,,
KAIST,2023,환경주의:역사학적개론,인문,,,,
KAIST,2023,경제와 법,사회,,,,
KAIST,2023,경제학개론,사회,,,,
KAIST,2023,경제학특강,사회,,,,
KAIST,2023,과학기술사회학,사회,,,,
KAIST,2023,국제개발의 지리,사회,,,,
KAIST,2023,도시·지역개발의 이해,사회,,,,
KAIST,2023,동아시아 지정학의 이해,사회,,,,
KAIST,2023,매스 커뮤니케이션의 이해,사회,,,,
KAIST,2023,문화인류학개론,사회,,,,
KAIST,2023,민족과 문화,사회,,,,
KAIST,2023,법과 사회생활,사회,,,,
KAIST,2023,법학특강,사회,,,,
KAIST,2023,복지국가와 사회보장,사회,,,,
KAIST,2023,북한의 이해,사회,,,,
KAIST,2023,사회과학특강,사회,,,,
KAIST,2023,사회학개론,사회,,,,
KAIST,2023,사회학특강,사회,,,,
KAIST,2023,세계화의 이해,사회,,,,
KAIST,2023,스타트업101,사회,,,,
KAIST,2023,심리학특강,사회,,,,
KAIST,2023,심리학개론,사회,,,,
KAIST,2023,언론정보학특강,사회,,,,
KAIST,2023,음식인류학,사회,,,,
KAIST,2023,인간관계와 커뮤니케이션,사회,,,,
KAIST,2023,인류학특강,사회,,,,
KAIST,2023,인지과학입문,사회,,,,
KAIST,2023,인터넷 커뮤니케이션,사회,,,,
KAIST,2023,"정치와 정부재정, 정치학개론",사회,,,,
KAIST,2023,정치학특강,사회,,,,
KAIST,2023,젠더와 사회,사회,,,,
KAIST,2023,중국의 사회와 문화,사회,,,,
KAIST,2023,창조적 활동과 법,사회,,,,
KAIST,2023,한국정치의 이해,사회,,,,
KAIST,2023,현대중국의 이해,사회,,,,
KAIST,2023,현대사회이론,사회,,,,
KAIST,2023,환경학특강,사회,,,,
KAIST,2023,1945년 이후 미술,문학과 예술,,,,
KAIST,2023,20세기 동아시아 미술,문학과 예술,,,,
KAIST,2023,Animation in East Asia,문학과 예술,,,,
KAIST,2023,Understanding Korean Cinema,문학과 예술,,,,
KAIST,2023,건축사,문학과 예술,,,,
KAIST,2023,근대건축사,문학과 예술,,,,
KAIST,2023,독일어회화,문학과 예술,,,,
KAIST,2023,만화와 미국영화,문학과 예술,,,,
KAIST,2023,뮤지컬의 세계,문학과 예술,,,,
KAIST,2023,미술사와 시각문화,문학과 예술,,,,
KAIST,2023,바이올린 제작과 실험,문학과 예술,,,,
KAIST,2023,불어회화,문학과 예술,,,,
KAIST,2023,서양음악사,문학과 예술,,,,
KAIST,2023,세계문학특강,문학과 예술,,,,
KAIST,2023,스페인어회화,문학과 예술,,,,
KAIST,2023,아시아 미술의 이해,문학과 예술,,,,
KAIST,2023,영문학특강,문학과 예술,,,,
KAIST,2023,영미과학소설,문학과 예술,,,,
KAIST,2023,영미과학영화,문학과 예술,,,,
KAIST,2023,영미단편소설,문학과 예술,,,,
KAIST,2023,영미드라마와 영화,문학과 예술,,,,
KAIST,2023,영미시,문학과 예술,,,,
KAIST,2023,영미문학의 이해,문학과 예술,,,,
KAIST,2023,영미소설,문학과 예술,,,,
KAIST,2023,예술학특강,문학과 예술,,,,
KAIST,2023,음악과뇌,문학과 예술,,,,
KAIST,2023,음악현상의 이해,문학과 예술,,,,
KAIST,2023,일본어회화,문학과 예술,,,,
KAIST,2023,중국어회화,문학과 예술,,,,
KAIST,2023,체육학특강,문학과 예술,,,,
KAIST,2023,한국문학과 사회,문학과 예술,,,,
KAIST,2023,한국문학특강,문학과 예술,,,,
KAIST,2023,한국소설 다시읽기,문학과 예술,,,,
KAIST,2023,한국시 다시읽기,문학과 예술,,,,
KAIST,2023,한문으로 읽는 동양고전,문학과 예술,,,,
KAIST,2023,헐리우드와 중국의 판타지영화,문학과 예술,,,,
KAIST,2023,현대영문학,문학과 예술,,,,
KAIST,2023,신나는 대학생활,기타,,,,
KAIST,2023,즐거운 대학생활,기타,,,,
KAIST,2023,"인성리더십 I,II,III,",기타,,,,
KAIST,2023,윤리 및 안전II,기타,,,,
KAIST,2023,Intermediate English Speaking & Listening,자유선택,,,,
KAIST,2023,ICL 특강,자유선택,,,,
KAIST,2023,글쓰기의 기초,자유선택,,,,
KAIST,2023,"새내기세미나1,2",자유선택,,,,
KAIST,2023,시사영어,자유선택,,,,
KAIST,2023,운동과 다이어트,자유선택,,,,
KAIST,2023,운동학의 이해,자유선택,,,,
KAIST,2023,읽기와 토론특강,자유선택,,,,
KAIST,2023,정책특강,자유선택,,,,
KAIST,2023,체력평가 및 컨디셔닝,자유선택,,,,
KAIST,2023,"한국어1, 2(학부,구. 초급한국어II), 4",자유선택,,,,
KAIST,2023,논리적 글쓰기,한국어,,,,
KAIST,2023,창의적 글쓰기,한국어,,,,
KAIST,2023,초급 한국어1,한국어,,,,
KAIST,2023,한국어3,한국어,,,,
KAIST,2023,Advanced English Listening,영어,,,,
KAIST,2023,Advanced English Reading,영어,,,,
KAIST,2023,Advanced English Writing,영어,,,,
KAIST,2023,English Presentation & Discussion,영어,,,,
KAIST,2023,골프,체육,,,,
KAIST,2023,농구,체육,,,,
KAIST,2023,댄스스포츠,체육,,,,
KAIST,2023,발레핏,체육,,,,
KAIST,2023,배드민턴,체육,,,,
KAIST,2023,수영,체육,,,,
KAIST,2023,고급수영,체육,,,,
KAIST,2023,체력육성,체육,,,,
KAIST,2023,체육자격증,체육,,,,
KAIST,2023,축구와 풋살,체육,,,,
KAIST,2023,코어운동,체육,,,,
KAIST,2023,테니스,체육,,,,
KAIST,2023,고전라틴어,인문,,,,
KAIST,2023,고전문학과 철학,인문,,,,
KAIST,2023,과학사,인문,,,,
KAIST,2023,"근현대미국사,",인문,,,,
KAIST,2023,논리학,인문,,,,
KAIST,2023,"논리학과 인공지능,",인문,,,,
KAIST,2023,독일어권 문화이해,인문,,,,
KAIST,2023,동양문화사,인문,,,,
KAIST,2023,동양철학입문,인문,,,,
KAIST,2023,분석철학,인문,,,,
KAIST,2023,사회언어학개론,인문,,,,
KAIST,2023,서양문명의 기원 세계문화특강,인문,,,,
KAIST,2023,수학철학,인문,,,,
KAIST,2023,심리철학,인문,,,,
KAIST,2023,언어의 이해,인문,,,,
KAIST,2023,언어학특강,인문,,,,
KAIST,2023,역사학특강,인문,,,,
KAIST,2023,영어와 미국문화,인문,,,,
KAIST,2023,영어의 구조와 문법,인문,,,,
KAIST,2023,외국인을 위한 한국역사와 문화,인문,,,,
KAIST,2023,외국인을 위한 한국학특강,인문,,,,
KAIST,2023,윤리학,인문,,,,
KAIST,2023,종교학의 이해,인문,,,,
KAIST,2023,중세이후의 서양문명,인문,,,,
KAIST,2023,철학특강,인문,,,,
KAIST,2023,철학개론,인문,,,,
KAIST,2023,한국근대의 재발견,인문,,,,
KAIST,2023,한국근현대사,인문,,,,
KAIST,2023,한국문화사,인문,,,,
KAIST,2023,한국사상사,인문,,,,
KAIST,2023,한국사회경제사,인문,,,,
KAIST,2023,한글·문자·문명,인문,,,,
KAIST,2023,환경주의:역사학적개론,인문,,,,
KAIST,2023,경제와 법,사회,,,,
KAIST,2023,경제학개론,사회,,,,
KAIST,2023,경제학특강,사회,,,,
KAIST,2023,과학기술사회학,사회,,,,
KAIST,2023,국제개발의 지리,사회,,,,
KAIST,2023,도시·지역개발의 이해,사회,,,,
KAIST,2023,동아시아 지정학의 이해,사회,,,,
KAIST,2023,매스 커뮤니케이션의 이해,사회,,,,
KAIST,2023,문화인류학개론,사회,,,,
KAIST,2023,민족과 문화,사회,,,,
KAIST,2023,법과 사회생활,사회,,,,
KAIST,2023,법학특강,사회,,,,
KAIST,2023,복지국가와 사회보장,사회,,,,
KAIST,2023,북한의 이해,사회,,,,
KAIST,2023,사회과학특강,사회,,,,
KAIST,2023,사회학개론,사회,,,,
KAIST,2023,사회학특강,사회,,,,
KAIST,2023,세계화의 이해,사회,,,,
KAIST,2023,스타트업101,사회,,,,
KAIST,2023,심리학특강,사회,,,,
KAIST,2023,심리학개론,사회,,,,
KAIST,2023,언론정보학특강,사회,,,,
KAIST,2023,음식인류학,사회,,,,
KAIST,2023,인간관계와 커뮤니케이션,사회,,,,
KAIST,2023,인류학특강,사회,,,,
KAIST,2023,인지과학입문,사회,,,,
KAIST,2023,인터넷 커뮤니케이션,사회,,,,
KAIST,2023,"정치와 정부재정, 정치학개론",사회,,,,
KAIST,2023,정치학특강,사회,,,,
KAIST,2023,젠더와 사회,사회,,,,
KAIST,2023,중국의 사회와 문화,사회,,,,
KAIST,2023,창조적 활동과 법,사회,,,,
KAIST,2023,한국정치의 이해,사회,,,,
KAIST,2023,현대중국의 이해,사회,,,,
KAIST,2023,현대사회이론,사회,,,,
KAIST,2023,환경학특강,사회,,,,
KAIST,2023,1945년 이후 미술,문학과 예술,,,,
KAIST,2023,20세기 동아시아 미술,문학과 예술,,,,
KAIST,2023,Animation in East Asia,문학과 예술,,,,
KAIST,2023,Understanding Korean Cinema,문학과 예술,,,,
KAIST,2023,건축사,문학과 예술,,,,
KAIST,2023,근대건축사,문학과 예술,,,,
KAIST,2023,독일어회화,문학과 예술,,,,
KAIST,2023,만화와 미국영화,문학과 예술,,,,
KAIST,2023,뮤지컬의 세계,문학과 예술,,,,
KAIST,2023,미술사와 시각문화,문학과 예술,,,,
KAIST,2023,바이올린 제작과 실험,문학과 예술,,,,
KAIST,2023,불어회화,문학과 예술,,,,
KAIST,2023,서양음악사,문학과 예술,,,,
KAIST,2023,세계문학특강,문학과 예술,,,,
KAIST,2023,스페인어회화,문학과 예술,,,,
KAIST,2023,아시아 미술의 이해,문학과 예술,,,,
KAIST,2023,영문학특강,문학과 예술,,,,
KAIST,2023,영미과학소설,문학과 예술,,,,
KAIST,2023,영미과학영화,문학과 예술,,,,
KAIST,2023,영미단편소설,문학과 예술,,,,
KAIST,2023,영미드라마와 영화,문학과 예술,,,,
KAIST,2023,영미시,문학과 예술,,,,
KAIST,2023,영미문학의 이해,문학과 예술,,,,
KAIST,2023,영미소설,문학과 예술,,,,
KAIST,2023,예술학특강,문학과 예술,,,,
KAIST,2023,음악과뇌,문학과 예술,,,,
KAIST,2023,음악현상의 이해,문학과 예술,,,,
KAIST,2023,일본어회화,문학과 예술,,,,
KAIST,2023,중국어회화,문학과 예술,,,,
KAIST,2023,체육학특강,문학과 예술,,,,
KAIST,2023,한국문학과 사회,문학과 예술,,,,
KAIST,2023,한국문학특강,문학과 예술,,,,
KAIST,2023,한국소설 다시읽기,문학과 예술,,,,
KAIST,2023,한국시 다시읽기,문학과 예술,,,,
KAIST,2023,한문으로 읽는 동양고전,문학과 예술,,,,
KAIST,2023,헐리우드와 중국의 판타지영화,문학과 예술,,,,
KAIST,2023,현대영문학,문학과 예술,,,,
KAIST,2023,신나는 대학생활,기타,,,,
KAIST,2023,즐거운 대학생활,기타,,,,
KAIST,2023,"인성리더십 I,II,III,",기타,,,,
KAIST,2023,윤리 및 안전II,기타,,,,
KAIST,2023,Intermediate English Speaking & Listening,자유선택,,,,
KAIST,2023,ICL 특강,자유선택,,,,
KAIST,2023,글쓰기의 기초,자유선택,,,,
KAIST,2023,"새내기세미나1,2",자유선택,,,,
KAIST,2023,시사영어,자유선택,,,,
KAIST,2023,운동과 다이어트,자유선택,,,,
KAIST,2023,운동학의 이해,자유선택,,,,
KAIST,2023,읽기와 토론특강,자유선택,,,,
KAIST,2023,정책특강,자유선택,,,,
KAIST,2023,체력평가 및 컨디셔닝,자유선택,,,,
KAIST,2023,"한국어1, 2(학부,구. 초급한국어II), 4",자유선택,,,,
고려대학교,2023,자유정의진리 I,,,,,
고려대학교,2023,자유정의진리 II,,,,,
고려대학교,2023,글쓰기,,,,,
고려대학교,2023,심화글쓰기,,,,,
고려대학교,2023,1학년세미나,,,,,
고려대학교,2023,법학통론,법학과,사회의 이해,,,
고려대학교,2023,서양철학 입문,철학과,윤리와 사상,,,
고려대학교,2023,동양철학 입문,철학과,윤리와 사상,,,
고려대학교,2023,비판적사고와논리,철학과,정량적 사고,,,
고려대학교,2023,실용논리학,철학과,정량적 사고,,,
고려대학교,2023,한국사의 새로운 해석,한국사학과,역사의 탐구,,,
고려대학교,2023,한국사개론,한국사학과,역사의 탐구,,,
고려대학교,2023,한국사의재조명,한국사학과,역사의 탐구,,,
고려대학교,2023,동아시아사의재조명,사학과,역사의 탐구,,,
고려대학교,2023,동양사의재조명,사학과,역사의 탐구,,,
고려대학교,2023,새로보는서양의역사,사학과,역사의 탐구,,,
고려대학교,2023,서양사의재조명,사학과,역사의 탐구,,,
고려대학교,2023,사회학개론,사회학과,사회의 이해,,,
고려대학교,2023,사회학의이해,사회학과,사회의 이해,,,
고려대학교,2023,생명과학,생명과학부,과학과 기술,,,
고려대학교,2023,생물통계학,환경생태공학부,정량적 사고,,,
고려대학교,2023,정치학원론,정치외교학과,사회의 이해,,,
고려대학교,2023,기초통계학,통계학과,정량적 사고,,,
고려대학교,2023,행정학개론,행정학과,사회의 이해,,,
고려대학교,2023,지리학입문,지리교육과,사회의 이해,,,
고려대학교,2023,현대미술론,디자인조형학부,문학과 예술,,,
고려대학교,2023,동양미술사,디자인조형학부,문학과 예술,,,
서강대학교,2022-1,미학개론,철학과,,3.0,36,
서강대학교,2022-1,문학과문화콘텐츠,국어국문학과,,3.0,17,
서강대학교,2022-1,공학수학I,기계공학과,,3.0,32,
서강대학교,2022-1,공학수학I,기계공학과,,3.0,35,
서강대학교,2022-1,기계공학해석,기계공학과,,3.0,40,
서강대학교,2022-1,기계공학해석,기계공학과,,3.0,48,
서강대학교,2022-1,기초한문,중국문화학과,,3.0,23,
서강대학교,2022-1,"오늘의중국,중국인",중국문화학과,,3.0,19,
서강대학교,2022-1,일반심리학,심리학과,,3.0,158,
서강대학교,2022-1,한국문화와역사,전인교육원,,3.0,20,
서강대학교,2022-1,역사란무엇인가,전인교육원,,3.0,60,
서강대학교,2022-1,인물로본중국사,전인교육원,,3.0,67,
서강대학교,2022-1,인물로본일본사,전인교육원,,3.0,60,
서강대학교,2022-1,유라시아의문명과교류,전인교육원,,2.0,35,
서강대학교,2022-1,삶과죽음,전인교육원,,3.0,76,
서강대학교,2022-1,영화와철학,전인교육원,,3.0,75,
서강대학교,2022-1,한국문화와종교,전인교육원,,3.0,32,
서강대학교,2022-1,"종교,폭력,평화",전인교육원,,3.0,74,
서강대학교,2022-1,생명윤리,전인교육원,,3.0,19,
서강대학교,2022-1,영성수련,전인교육원,,2.0,35,
서강대학교,2022-1,거꾸로다시그리고치유,전인교육원,,3.0,36,
서강대학교,2022-1,운동과건강,전인교육원,,2.0,62,
서강대학교,2022-1,수영,전인교육원,,1.0,19,
서강대학교,2022-1,요가,전인교육원,,1.0,25,
서강대학교,2022-1,농구,전인교육원,,1.0,23,
서강대학교,2022-1,축구,전인교육원,,1.0,25,
서강대학교,2022-1,야구,전인교육원,,1.0,27,
서강대학교,2022-1,골프,전인교육원,,1.0,21,
서강대학교,2022-1,골프,전인교육원,,1.0,23,
서강대학교,2022-1,사회봉사,전인교육원,,2.0,45,
서강대학교,2022-1,사회봉사,전인교육원,,2.0,47,
서강대학교,2022-1,사회봉사,전인교육원,,2.0,37,
서강대학교,2022-1,특수교육과장애의이해,전인교육원,,3.0,119,
서강대학교,2022-1,수화의이해,전인교육원,,2.0,60,
서강대학교,2022-1,진로탐색입문,전인교육원,,1.0,167,
서강대학교,2022-1,진로탐색입문,전인교육원,,1.0,193,
서강대학교,2022-1,학습매니지먼트,전인교육원,,1.0,29,
서강대학교,2022-1,인간과영성,전인교육원,,2.0,139,
서강대학교,2022-1,진로탐색심화,전인교육원,,1.0,38,
서강대학교,2022-1,한문의이해,전인교육원,,3.0,45,
서강대학교,2022-1,한국미술의역사와감상,전인교육원,,3.0,69,
서강대학교,2022-1,서양미술의역사와감상,전인교육원,,3.0,64,
서강대학교,2022-1,문학예술의심리학,전인교육원,,3.0,37,
서강대학교,2022-2,현대세계의역사적이해,사학과,,3.0,36,
서강대학교,2022-2,국어와생활,국어국문학과,,3.0,4,
서강대학교,2022-2,문학과문화콘텐츠,국어국문학과,,3.0,31,
서강대학교,2022-2,전자공학세미나I,전자공학과,,1.0,112,
서강대학교,2022-2,한국정치론,정치외교학과,,3.0,145,
서강대학교,2022-2,기초한문,중국문화학과,,3.0,26,
서강대학교,2022-2,일반심리학,심리학과,,3.0,102,
서강대학교,2022-2,일반심리학,심리학과,,3.0,96,
서강대학교,2022-2,인물로본중국사,전인교육원,,3.0,62,
서강대학교,2022-2,인물로본서양사,전인교육원,,3.0,81,
서강대학교,2022-2,영화로본역사,전인교육원,,3.0,50,
서강대학교,2022-2,철학산책,전인교육원,,3.0,87,
서강대학교,2022-2,한국문화와종교,전인교육원,,3.0,26,
서강대학교,2022-2,"종교,폭력,평화",전인교육원,,3.0,60,
서강대학교,2022-2,행복의추구,전인교육원,,3.0,59,
서강대학교,2022-2,영성수련,전인교육원,,2.0,33,
서강대학교,2022-2,문학치료와스토리텔링,전인교육원,,3.0,39,
서강대학교,2022-2,치유의행복학,전인교육원,,3.0,65,
서강대학교,2022-2,영양과다이어트,전인교육원,,2.0,55,
서강대학교,2022-2,요가,전인교육원,,1.0,27,
서강대학교,2022-2,테니스,전인교육원,,1.0,28,
서강대학교,2022-2,배드민턴,전인교육원,,1.0,25,
서강대학교,2022-2,농구,전인교육원,,1.0,27,
서강대학교,2022-2,축구,전인교육원,,1.0,26,
서강대학교,2022-2,야구,전인교육원,,1.0,30,
서강대학교,2022-2,골프,전인교육원,,1.0,31,
서강대학교,2022-2,사회봉사,전인교육원,,2.0,47,
서강대학교,2022-2,사회봉사,전인교육원,,2.0,44,
서강대학교,2022-2,사회봉사,전인교육원,,2.0,41,
서강대학교,2022-2,수화의이해,전인교육원,,2.0,39,
서강대학교,2022-2,수화의이해,전인교육원,,2.0,86,
서강대학교,2022-2,영어토론세미나,전인교육원,,3.0,24,
서강대학교,2022-2,영어토론세미나,전인교육원,,3.0,28,
서강대학교,2022-2,진로탐색입문,전인교육원,,1.0,135,
서강대학교,2022-2,진로탐색입문,전인교육원,,1.0,185,
서강대학교,2022-2,학습매니지먼트,전인교육원,,1.0,31,
서강대학교,2022-2,인간과지성,전인교육원,,2.0,137,
서강대학교,2022-2,글로벌기업 CEO의 기업가 정신 특강,전인교육원,,1.0,54,
서강대학교,2022-2,진로탐색심화,전인교육원,,1.0,43,
서강대학교,2022-2,SOFEX100동아시아와예수회교육,전인교육원,,3.0,20,
서강대학교,2022-2,문학과판타지,전인교육원,,3.0,72,
서강대학교,2022-2,한국미술의역사와감상,전인교육원,,3.0,16,
서강대학교,2022-2,서양미술의역사와감상,전인교육원,,3.0,79,
서강대학교,2022-2,서양음악의역사와감상,전인교육원,,3.0,73,
서강대학교,2022-2,서양대중음악의이해,전인교육원,,3.0,71,
서강대학교,2022-2,드로잉-선을통한사고와표현,전인교육원,,2.0,40,
서강대학교,2022-2,동양화그리기,전인교육원,,2.0,44,
서강대학교,2022-2,아시아의미술과문명,전인교육원,,3.0,66,
서강대학교,2022-2,고급영어회화,전인교육원,,3.0,28,
서강대학교,2022-2,영화를통한영어토론,전인교육원,,3.0,26,
서강대학교,2022-2,영화를통한영어토론,전인교육원,,3.0,26,
서강대학교,2022-2,비즈니스영어연습,전인교육원,,3.0,25,
서강대학교,2022-2,연극을통한영어연습,전인교육원,,3.0,24,
서강대학교,2022-2,튜터링을통한글쓰기능력신장,전인교육원,,2.0,37,
서강대학교,2022-2,튜터링을통한글쓰기능력신장,전인교육원,,2.0,34,
서강대학교,2022-2,한국어말하기,전인교육원,,3.0,26,
서강대학교,2022-2,한국어말하기,전인교육원,,3.0,25,
서강대학교,2022-2,발표와토론,전인교육원,,3.0,27,
서강대학교,2022-2,자기브랜드리더십,전인교육원,,3.0,59,
서강대학교,2022-2,안보학,전인교육원,,3.0,11,
서강대학교,2022-2,조직리더십,전인교육원,,3.0,6,
서강대학교,2022-2,북한의이해와통일후한국,전인교육원,,3.0,92,
서강대학교,2022-2,국제이해교육,전인교육원,,3.0,61,
서강대학교,2022-2,현대사회와복지국가,전인교육원,,3.0,65,
서강대학교,2022-2,삶과교육,전인교육원,,3.0,36,
서강대학교,2022-2,성의식과인간이해,전인교육원,,3.0,7,
서강대학교,2022-2,영화로사회읽기,전인교육원,,3.0,95,
서강대학교,2022-2,인권과교육,전인교육원,,3.0,31,
서강대학교,2022-2,4차산업혁명과기업가정신,전인교육원,,2.0,200,
서강대학교,2022-2,베트남사회와문화,전인교육원,,3.0,97,
서강대학교,2022-2,동남아시아현대사회의이해,전인교육원,,3.0,51,
서강대학교,2022-2,한중정치사회의이해(중국어)(중국어강의),전인교육원,,3.0,29,
서강대학교,2022-2,한중정치사회의이해(중국어)(중국어강의),전인교육원,,3.0,22,
서강대학교,2022-2,기업으로본아시아현대사회,전인교육원,,3.0,27,
서강대학교,2022-2,법이란무엇인가?,전인교육원,,3.0,36,
서강대학교,2022-2,문화산업과법,전인교육원,,3.0,80,
서강대학교,2022-2,고급응용C프로그래밍,융합교육원,,3.0,58,
서강대학교,2022-2,고급응용C프로그래밍,융합교육원,,3.0,54,
서강대학교,2022-2,고급응용C프로그래밍,융합교육원,,3.0,20,
서강대학교,2022-2,인공지능과인문학,전인교육원,,3.0,26,
서강대학교,2022-2,사상의학의이해,전인교육원,,3.0,78,
서강대학교,2022-2,비평적글쓰기연습,전인교육원,,3.0,28,
서강대학교,2022-2,스토리텔링글쓰기연습,전인교육원,,3.0,31,
서강대학교,2022-2,필드골프I,스포츠미디어 연계전공,,2.0,31,
서강대학교,2022-2,태권도,스포츠미디어 연계전공,,1.0,24,
서강대학교,2022-2,프랑스문화의이해,유럽문화학과,,3.0,57,
서강대학교,2023-1,미학개론,철학과,,3.0,36,
서강대학교,2023-1,문학과문화콘텐츠,국어국문학과,,3.0,40,
서강대학교,2023-1,공학수학I,기계공학과,,3.0,93,
서강대학교,2023-1,기계공학해석,기계공학과,,3.0,85,
서강대학교,2023-1,기초한문,중국문화학과,,3.0,44,
서강대학교,2023-1,"오늘의중국,중국인",중국문화학과,,3.0,22,
서강대학교,2023-1,일반심리학,심리학과,,3.0,129,
서강대학교,2023-1,적응심리학,심리학과,,3.0,52,
서강대학교,2023-1,한국문화와역사,전인교육원,,3.0,19,
서강대학교,2023-1,역사란무엇인가,전인교육원,,3.0,57,
서강대학교,2023-1,인물로본중국사,전인교육원,,3.0,81,
서강대학교,2023-1,유라시아의문명과교류,전인교육원,,2.0,64,
서강대학교,2023-1,4차혁명과 인문학,전인교육원,,3.0,15,
서강대학교,2023-1,삶과죽음,전인교육원,,3.0,76,
서강대학교,2023-1,영화와철학,전인교육원,,3.0,67,
서강대학교,2023-1,한국문화와종교,전인교육원,,3.0,40,
서강대학교,2023-1,영성수련,전인교육원,,2.0,29,
서강대학교,2023-1,거꾸로다시그리고치유,전인교육원,,3.0,68,
서강대학교,2023-1,운동과건강,전인교육원,,2.0,23,
서강대학교,2023-1,요가,전인교육원,,1.0,17,
서강대학교,2023-1,테니스,전인교육원,,1.0,25,
서강대학교,2023-1,탁구,전인교육원,,1.0,37,
서강대학교,2023-1,농구,전인교육원,,1.0,27,
서강대학교,2023-1,축구,전인교육원,,1.0,26,
서강대학교,2023-1,골프,전인교육원,,1.0,27,
서강대학교,2023-1,춤과풍물,전인교육원,,1.0,16,
서강대학교,2023-1,인간과인성,전인교육원,,2.0,150,
서강대학교,2023-1,사회봉사,전인교육원,,2.0,43,
서강대학교,2023-1,사회봉사,전인교육원,,2.0,41,
서강대학교,2023-1,사회봉사,전인교육원,,2.0,28,
서강대학교,2023-1,특수교육과장애의이해,전인교육원,,3.0,67,
서강대학교,2023-1,수화의이해,전인교육원,,2.0,67,
서강대학교,2023-1,영어토론세미나,전인교육원,,3.0,24,
서강대학교,2023-1,진로탐색입문,전인교육원,,1.0,177,
서강대학교,2023-1,진로탐색입문,전인교육원,,1.0,185,
서강대학교,2023-1,학습매니지먼트,전인교육원,,1.0,40,
서강대학교,2023-1,진로탐색심화,전인교육원,,1.0,38,
서강대학교,2023-1,언어의이해,전인교육원,,3.0,17,
서강대학교,2023-1,서양미술의역사와감상,전인교육원,,3.0,65,
서강대학교,2023-1,문학예술의심리학,전인교육원,,3.0,58,
서강대학교,2023-1,세계음악과문화의이해,전인교육원,,3.0,63,
서강대학교,2023-1,동양미술의이해,전인교육원,,3.0,7,
서강대학교,2023-1,치유서사창작론,전인교육원,,3.0,62,
서강대학교,2023-1,영어쓰기를통한비판적사고,전인교육원,,3.0,24,
서강대학교,2023-1,정보매체를통한영어,전인교육원,,3.0,29,
서강대학교,2023-1,한국의명시감상,전인교육원,,3.0,60,
서강대학교,2023-1,현대중동이해,전인교육원,,3.0,13,
서강대학교,2023-1,튜터링을통한글쓰기능력신장,전인교육원,,2.0,37,
서강대학교,2023-1,튜터링을통한글쓰기능력신장,전인교육원,,2.0,37,
서강대학교,2023-1,한국어말하기,전인교육원,,3.0,21,
서강대학교,2023-1,한국어말하기,전인교육원,,3.0,24,
서강대학교,2023-1,K-pop and Cultural Studies,전인교육원,,3.0,41,
서강대학교,2023-1,Korean Language&Culture-Beginner,전인교육원,,3.0,54,
서강대학교,2023-1,자기브랜드리더십,전인교육원,,3.0,61,
서강대학교,2023-1,안전및조직관리사례연구,전인교육원,,3.0,8,
서강대학교,2023-1,조직리더십사례연구,전인교육원,,3.0,12,
서강대학교,2023-1,북한의이해와통일후한국,전인교육원,,3.0,66,
